219|AW00000219|320-555-0134|Value Added Reseller|Extras Sporting Goods|2|S|Road|625 W Jackson Blvd. Unit 2502|International Security|1974
220|AW00000220|575-555-0189|Specialty Bike Shop|Best o' Bikes|10|A|Touring|250880 Baur Blvd|Primary International|1976
221|AW00000221|993-555-0179|Warehouse|Bike Dealers Association|40|Q|Road|9952 E. Lohman Ave.|United Security|1978
222|AW00000222|858-555-0140|Value Added Reseller|Sample Bike Store|5|S|Road|2530 South Colorado Blvd.|Primary Bank & Reserve|1980
223|AW00000223|458-555-0179|Specialty Bike Shop|Paints and Solvents Company|13|A|Touring|955 E. County Line Rd.|Guardian Bank|1982
224|AW00000224|455-555-0144|Warehouse|Pedal Systems Company|43|Q|Road|656 Cox Creek Pkwy.|Reserve Security|1984
225|AW00000225|523-555-0170|Value Added Reseller|Optimal Bikes|8|S|Road|25050 S. Columbia Ave|International Bank|1986
226|AW00000226|103-555-0151|Specialty Bike Shop|Leisure Activities|16|A|Mountain|65 Gamelin Street|International Security|1988
227|AW00000227|431-555-0153|Warehouse|Health Spa, Limited|46|Q|Road|2500 University Avenue|Primary International|1990
228|AW00000228|356-555-0190|Value Added Reseller|Home Town Bike Store|11|S|Touring|955 Green Valley Crescent|United Security|1992
229|AW00000229|1 (11) 500 555-0113|Specialty Bike Shop|Instant Cycle Store|19|A|Road|21801, rue L‚o Delibes|Primary Bank & Reserve|1994
230|AW00000230|1 (11) 500 555-0179|Warehouse|Global Bike Retailers|49|Q|Touring|K”nigsteiner Straáe 9|Guardian Bank|1996
231|AW00000231|1 (11) 500 555-0122|Value Added Reseller|Helmets and Cycles|14|S|Touring|Rosebery|Reserve Security|1998
232|AW00000232|1 (11) 500 555-0140|Specialty Bike Shop|Exceptional Cycle Services|22|A|Touring|Wade Road|International Bank|2000
233|AW00000233|618-555-0193|Warehouse|Fashionable Department Stores|52|Q|Mountain|7505 Commercial Dr.|International Security|2002
234|AW00000234|428-555-0162|Value Added Reseller|Eastside Sporting Goods|17|S|Road|89950 Castleton Corner|Primary International|2004
235|AW00000235|344-555-0133|Specialty Bike Shop|Certified Bicycle Supply|25|A|Road|2345 West Spencer Road|United Security|2005
236|AW00000236|173-555-0151|Warehouse|Closeout Boutique|55|Q|Mountain|1050 Oak Street|Primary Bank & Reserve|2003
237|AW00000237|658-555-0146|Value Added Reseller|Client Discount Store|20|S|Mountain|Noah Lane|Guardian Bank|2004
238|AW00000238|652-555-0189|Specialty Bike Shop|A Great Bicycle Company|28|A|Road|6030 Robinson Road|Reserve Security|1975
239|AW00000239|529-555-0195|Warehouse|Bicycle Merchandise Warehouse|58|Q|Road|409 Santa Monica Blvd.|International Bank|2003
240|AW00000240|103-555-0179|Value Added Reseller|Wire Baskets and Parts|19|S|Road|Mall Of Orange|International Security|1979
241|AW00000241|703-555-0120|Specialty Bike Shop|Vale Riding Supplies|31|A|Touring|Topanga Plaza|Primary International|2002
242|AW00000242|600-555-0162|Warehouse|Spoke Manufacturers|61|Q|Road|2545 N.W. 107th Ave.|United Security|1983
243|AW00000243|162-555-0138|Value Added Reseller|Recreation Supplies|18|S|Mountain|8789 S.W. 2517 Ave.|Primary Bank & Reserve|2001
244|AW00000244|697-555-0131|Specialty Bike Shop|Retail Discount Store|34|A|Road|2510 Crew Court|Guardian Bank|1987
245|AW00000245|191-555-0151|Warehouse|Leather Seat Factory|64|Q|Mountain|9900-6400 Boul, Taschereau|Reserve Security|2000
246|AW00000246|481-555-0131|Value Added Reseller|Large Bike Shop|17|S|Mountain|600 Boul. Rene-levesque Ouest|International Bank|1991
247|AW00000247|1 (11) 500 555-0112|Specialty Bike Shop|Major Amusement Company|37|A|Mountain|2111, rue de Linois|International Security|1999
248|AW00000248|1 (11) 500 555-0158|Warehouse|Good Bicycle Store|67|Q|Road|Werftstr 4400|Primary International|1995
249|AW00000249|1 (11) 500 555-0189|Value Added Reseller|Helpful Sales and Repair Service|16|S|Touring|Licensing Account|United Security|1998
250|AW00000250|1 (11) 500 555-0127|Specialty Bike Shop|Express Bike Services|40|A|Mountain|586 Fulham Road,|Primary Bank & Reserve|1999
251|AW00000251|378-555-0157|Warehouse|Endurance Bikes|70|Q|Road|99200 Dixwell Ave.|Guardian Bank|1997
252|AW00000252|612-555-0149|Value Added Reseller|Classic Cycle Store|15|S|Mountain|630 Oldgate Lane|Reserve Security|2003
253|AW00000253|116-555-0163|Specialty Bike Shop|Roving Sports|43|A|Road|4927 S Meridian Ave Ste D|International Bank|1996
254|AW00000254|449-555-0176|Warehouse|Safe Cycles Shop|73|Q|Mountain|25915 140th Ave Ne|International Security|2002
255|AW00000255|184-555-0187|Value Added Reseller|Swift Cycles|14|S|Road|25500 Old Spanish Trail|Primary International|1995
256|AW00000256|367-555-0124|Specialty Bike Shop|Rental Bikes|46|A|Road|99828 Routh Street, Suite 825|United Security|2001
257|AW00000257|384-555-0169|Warehouse|Number 1 Supply|76|Q|Road|Escondido|Primary Bank & Reserve|1994
258|AW00000258|767-555-0193|Value Added Reseller|Quantity Discounts|13|S|Road|Natomas Marketplace|Guardian Bank|2000
259|AW00000259|199-555-0135|Specialty Bike Shop|Highway Bike Shop|49|A|Road|Simi @ The Plaza|Reserve Security|1993
260|AW00000260|471-555-0181|Warehouse|Industrial Supplies|79|Q|Touring|825 Coral Way|International Bank|1999
261|AW00000261|695-555-0128|Value Added Reseller|Functional Store North|12|S|Mountain|650 E Altamonte Dr|International Security|1992
262|AW00000262|718-555-0152|Specialty Bike Shop|General Industries|48|A|Road|9259 - 1110th Avenue Sw|Primary International|1998
263|AW00000263|251-555-0172|Warehouse|Farthest Bike Store|80|Q|Touring|45259 Canada Way|United Security|1991
264|AW00000264|277-555-0182|Value Added Reseller|Fasteners & Bolts Outlet|11|S|Touring|9960 King Street E.|Primary Bank & Reserve|1997
265|AW00000265|1 (11) 500 555-0199|Specialty Bike Shop|Full Sports Supply|47|A|Mountain|39, route de Marseille|Guardian Bank|1990
266|AW00000266|1 (11) 500 555-0129|Warehouse|Excellent Bikes|81|Q|Touring|Hans-Rosenthal-Platz 4223|Reserve Security|1996
267|AW00000267|1 (11) 500 555-0179|Value Added Reseller|Cycle Parts and Accessories|10|S|Touring|Level 99|International Bank|1989
268|AW00000268|1 (11) 500 555-0138|Specialty Bike Shop|Channel Outlet|46|A|Touring|Knaves Beech Ind.|International Security|1995
269|AW00000269|131-555-0171|Warehouse|Curbside Universe|82|Q|Road|25264 E. 260th|Primary International|1988
270|AW00000270|526-555-0155|Value Added Reseller|Active Transport Inc.|9|S|Road|225200 Miles Ave.|United Security|1994
271|AW00000271|164-555-0147|Specialty Bike Shop|Alternative Vehicles|45|A|Road|3307 Evergreen Blvd|Primary Bank & Reserve|1987
272|AW00000272|635-555-0126|Warehouse|Metro Cycle Shop|83|Q|Mountain|2507 Pacific Ave S|Guardian Bank|1993
273|AW00000273|686-555-0180|Value Added Reseller|A Typical Bike Shop|8|S|Road|One Dancing, Rr No. 25|Reserve Security|1986
274|AW00000274|521-555-0183|Specialty Bike Shop|Active Systems|44|A|Road|9995 West Central Entrance|International Bank|1992
275|AW00000275|118-555-0131|Warehouse|Outdoor Sporting Goods|84|Q|Touring|Lakewood Mall|International Security|1985
276|AW00000276|308-555-0175|Value Added Reseller|Thrifty Parts and Sales|7|S|Road|Oxnard Outlet|Primary International|1991
277|AW00000277|583-555-0198|Specialty Bike Shop|The Bicycle Accessories Company|43|A|Road|Vista Marketplace|United Security|1984
278|AW00000278|965-555-0112|Warehouse|Tread Industries|85|Q|Mountain|25631 Florida Mall Ave.|Primary Bank & Reserve|1990
279|AW00000279|793-555-0146|Value Added Reseller|Reliable Brake Systems|6|S|Mountain|770 South Point Dr|Guardian Bank|1983
280|AW00000280|692-555-0136|Specialty Bike Shop|Standard Bikes|42|A|Mountain|9979 Bayview Drive|Reserve Security|1989
281|AW00000281|990-555-0141|Warehouse|Petroleum Products Distributors|86|Q|Touring|20225 Lansing Ave|International Bank|1982
282|AW00000282|882-555-0115|Value Added Reseller|Quick Parts and Service|5|S|Touring|99954 Boul. Laurier, Local 060, Place|International Security|1988
283|AW00000283|1 (11) 500 555-0112|Specialty Bike Shop|Racing Supply Distributors|41|A|Touring|57, rue des Vendangeurs|Primary International|1981
284|AW00000284|1 (11) 500 555-0148|Warehouse|Nearby Bike Mall|87|Q|Road|Nonnendamm 63|United Security|1987
285|AW00000285|1 (11) 500 555-0151|Value Added Reseller|Nearest Bike Store|4|S|Touring|Ctrcrt Bus Pk/995-27 Paul St N|Primary Bank & Reserve|1980
286|AW00000286|1 (11) 500 555-0169|Specialty Bike Shop|Number One Bike Co.|40|A|Road|Elmhurst Road, Goring|Guardian Bank|1986
287|AW00000287|859-555-0173|Warehouse|Handy Bike Services|88|Q|Mountain|399700 John R. Rd.|Reserve Security|1979
288|AW00000288|241-555-0112|Value Added Reseller|Kickstand Sellers|3|S|Mountain|6789 Warren Road|International Bank|1985
289|AW00000289|763-555-0145|Specialty Bike Shop|Moderately-Priced Bikes Store|39|A|Mountain|67 Rainer Ave S|International Security|1978
290|AW00000290|119-555-0167|Warehouse|Friendly Bike Shop|89|Q|Road|750 Lakeway Dr|Primary International|1984
291|AW00000291|640-555-0189|Value Added Reseller|Grand Bicycle Stores|2|S|Mountain|48255 I-10 E. @ Eastpoint Blvd.|United Security|1977
292|AW00000292|126-555-0172|Specialty Bike Shop|Grease and Oil Products Company|38|A|Road|9903 Highway 6 South|Primary Bank & Reserve|1983
293|AW00000293|115-555-0113|Warehouse|Fashionable Bikes and Accessories|90|Q|Mountain|Sports Store At Park City|Guardian Bank|1976
294|AW00000294|780-555-0114|Value Added Reseller|Flawless Bike Shop|4|S|Road|North County Square|Reserve Security|1982
295|AW00000295|129-555-0164|Specialty Bike Shop|Engineered Bike Systems|37|A|Touring|123 Camelia Avenue|International Bank|1975
296|AW00000296|937-555-0136|Warehouse|Extreme Toy Store|91|Q|Mountain|7725 Luddington Lane|International Security|1981
297|AW00000297|790-555-0112|Value Added Reseller|Blue-Ribbon Bike Company|6|S|Touring|790 Shelbyville Road|Primary International|1974
298|AW00000298|239-555-0198|Specialty Bike Shop|City Cycling|36|A|Road|6th Floor 5250 Main Street|United Security|1980
299|AW00000299|680-555-0192|Warehouse|Citywide Service and Repair|92|Q|Road|Box 99354 300 Union Street|Primary Bank & Reserve|1991
300|AW00000300|221-555-0167|Value Added Reseller|Nice Bikes|8|S|Road|Suite 800 2530 Slater Street|Guardian Bank|1979
301|AW00000301|1 (11) 500 555-0183|Specialty Bike Shop|Rural Mountain Bike Mart|35|A|Road|98, rue Montcalm|Reserve Security|1992
302|AW00000302|1 (11) 500 555-0178|Warehouse|Best Cycle Store|93|Q|Touring|Berliner Platz 45|International Bank|1978
303|AW00000303|1 (11) 500 555-0187|Value Added Reseller|Seaside Bike Works|10|S|Touring|2501 Miller Street|International Security|1974
304|AW00000304|1 (11) 500 555-0182|Specialty Bike Shop|Essential Bike Works|34|A|Road|New Millhouse, 2583 Milton Park|Primary International|1976
305|AW00000305|219-555-0126|Warehouse|Professional Sporting Goods|94|Q|Touring|42500 South Franklin Street|United Security|1978
306|AW00000306|818-555-0171|Value Added Reseller|Work and Play Association|12|S|Road|2533 Eureka Rd.|Primary Bank & Reserve|1980
307|AW00000307|992-555-0134|Specialty Bike Shop|Riding Associates|33|A|Mountain|2528 Meridian E|Guardian Bank|1982
308|AW00000308|839-555-0198|Warehouse|Rugged Bikes|95|Q|Touring|48995 Evergreen Wy.|Reserve Security|1984
309|AW00000309|149-555-0113|Value Added Reseller|The Gear Store|14|S|Mountain|2345 North Freeway|International Bank|1986
310|AW00000310|118-555-0184|Specialty Bike Shop|Orange Bicycle Company|32|A|Road|123 W. Lake Ave.|International Security|1988
311|AW00000311|551-555-0155|Warehouse|Principal Bike Company|96|Q|Road|Mountain Square|Primary International|1990
312|AW00000312|226-555-0146|Value Added Reseller|Resale Services|16|S|Mountain|Fox Hills|United Security|1992
313|AW00000313|140-555-0192|Specialty Bike Shop|Metropolitan Manufacturing|31|A|Road|Parkway Plaza|Primary Bank & Reserve|1994
314|AW00000314|188-555-0152|Warehouse|One-Piece Handle Bars|97|Q|Mountain|4496 Barnes Crossing Rd.|Guardian Bank|1996
315|AW00000315|843-555-0175|Value Added Reseller|Juvenile Sports Equipment|18|S|Mountain|78025 E. Mercy Island Cswy|Reserve Security|1998
316|AW00000316|207-555-0167|Specialty Bike Shop|Low Price Cycles|30|A|Mountain|Suite 500 995 W. 11th Avenue|International Bank|2000
317|AW00000317|767-555-0151|Warehouse|Finer Riding Supplies|98|Q|Road|#9900 2700 Production Way|International Security|2002
318|AW00000318|277-555-0169|Value Added Reseller|First-Rate Outlet|20|S|Road|25537 Hillside Avenue|Primary International|2004
319|AW00000319|1 (11) 500 555-0181|Specialty Bike Shop|Cycles Sales and Repair|29|A|Touring|3387, rue Marbeuf|United Security|2005
320|AW00000320|1 (11) 500 555-0146|Warehouse|Amalgamated Parts Shop|99|Q|Touring|Brunnenstr 422|Primary Bank & Reserve|2003
321|AW00000321|1 (11) 500 555-0140|Value Added Reseller|Second Bike Shop|19|S|Road|6 Lord Street|Guardian Bank|2004
322|AW00000322|1 (11) 500 555-0176|Specialty Bike Shop|Tachometers and Accessories|28|A|Mountain|Wymbush|Reserve Security|1975
323|AW00000323|689-555-0130|Warehouse|Metro Bike Works|100|Q|Mountain|250000 Eight Mile Road|International Bank|2003
324|AW00000324|842-555-0125|Value Added Reseller|A Bicycle Association|18|S|Touring|6405 Erie Blvd. Hills Plaza|International Security|1979
325|AW00000325|918-555-0127|Specialty Bike Shop|All Cycle Shop|27|A|Mountain|25111 228th St Sw|Primary International|2002
326|AW00000326|164-555-0145|Warehouse|Year-Round Sports|66|Q|Mountain|2583 Se 272nd St|United Security|1983
327|AW00000327|695-555-0158|Value Added Reseller|World of Bikes|17|S|Mountain|660 Lindbergh|Primary Bank & Reserve|2001
328|AW00000328|560-555-0171|Value Added Reseller|Totes & Baskets Company|2|S|Road|72540 Blanco Rd.|Guardian Bank|1974
329|AW00000329|795-555-0116|Specialty Bike Shop|Unicycles, Bicycles, and Tricycles|10|A|Touring|Stonewood Mall|Reserve Security|1976
330|AW00000330|637-555-0120|Warehouse|The New Bike Store|40|Q|Road|Hanford Mall|International Bank|1978
331|AW00000331|433-555-0168|Value Added Reseller|Technical Parts Manufacturing|5|S|Touring|Ontario Mills|International Security|1980
332|AW00000332|144-555-0175|Specialty Bike Shop|Topnotch Bikes|13|A|Mountain|574 Atlanta Highway|Primary International|1982
333|AW00000333|621-555-0157|Warehouse|Resident Cycle Shop|43|Q|Mountain|5230a Hwy. 2553|United Security|1984
334|AW00000334|155-555-0140|Value Added Reseller|Retreat Inn|8|S|Road|Suite 2502 410 Albert Street|Primary Bank & Reserve|1986
335|AW00000335|156-555-0111|Specialty Bike Shop|Scratch-Resistant Finishes Company|16|A|Mountain|5700 Explorer Drive|Guardian Bank|1988
336|AW00000336|495-555-0161|Warehouse|Primary Bike Distributors|46|Q|Road|965 De La Gauchetiere West|Reserve Security|1990
337|AW00000337|1 (11) 500 555-0116|Value Added Reseller|Recreation Toy Store|11|S|Mountain|39, avenue des Laurentides|International Bank|1992
338|AW00000338|1 (11) 500 555-0136|Specialty Bike Shop|Rambling Tours|19|A|Touring|Rotth„user Weg 511|International Security|1994
339|AW00000339|1 (11) 500 555-0180|Warehouse|Major Bicycle Store|49|Q|Touring|Level 6|Primary International|1996
340|AW00000340|1 (11) 500 555-0195|Value Added Reseller|Nearby Cycle Shop|14|S|Mountain|Burgess Hill|United Security|1998
341|AW00000341|710-555-0116|Specialty Bike Shop|Independent Outlet|22|A|Road|Great Northern Mall Hwy4 & Rt. 31|Primary Bank & Reserve|2000
342|AW00000342|433-555-0162|Warehouse|Leather and Vinyl Manufacturing|52|Q|Road|250 E. County Line Rd.|Guardian Bank|2002
343|AW00000343|490-555-0132|Value Added Reseller|Mail-Order Outlet|17|S|Road|409 S. Main Ste. 25|Reserve Security|2004
344|AW00000344|652-555-0132|Specialty Bike Shop|Fifth Bike Store|25|A|Road|2502 Evergreen Ste E|International Bank|2005
345|AW00000345|121-555-0139|Warehouse|Genial Bike Associates|55|Q|Mountain|99450 Highway 59 North|International Security|2003
346|AW00000346|810-555-0160|Value Added Reseller|Great Bicycle Supply|20|S|Mountain|455 256th St.|Primary International|2004
347|AW00000347|857-555-0187|Specialty Bike Shop|Bike Universe|28|A|Mountain|Nut Tree Factory|United Security|1975
348|AW00000348|855-555-0174|Warehouse|Bold Bike Accessories|58|Q|Mountain|Rocky Mountain Pines Outlet|Primary Bank & Reserve|2003
349|AW00000349|112-555-0176|Value Added Reseller|Exercise Center|19|S|Mountain|Stevens Creek Shopping Center|Guardian Bank|1979
350|AW00000350|756-555-0117|Specialty Bike Shop|Mountain Emporium|31|A|Mountain|25800 Gallitin Rd.|Reserve Security|2002
351|AW00000351|178-555-0129|Warehouse|Acclaimed Bicycle Company|61|Q|Touring|830 Highway 499 So|International Bank|1983
352|AW00000352|155-555-0149|Value Added Reseller|Twelfth Bike Store|18|S|Mountain|No. 25400 10665 Jasper Avenue|International Security|2001
353|AW00000353|700-555-0155|Specialty Bike Shop|Two-Wheeled Transit Company|34|A|Mountain|P.O. Box 44000|Primary International|1987
354|AW00000354|614-555-0134|Warehouse|Serious Cycles|64|Q|Mountain|Suite 99320 255 - 510th Avenue S.W.|United Security|2000
355|AW00000355|1 (11) 500 555-0165|Value Added Reseller|Spare Parts Co.|17|S|Mountain|3101, avenue de Malakoff|Primary Bank & Reserve|1991
356|AW00000356|1 (11) 500 555-0190|Specialty Bike Shop|Speedometer Sales|37|A|Road|Am Karlshof 8200|Guardian Bank|1999
357|AW00000357|1 (11) 500 555-0181|Warehouse|Quality Bike Sales|67|Q|Touring|P.O. Box 990032|Reserve Security|1995
358|AW00000358|1 (11) 500 555-0144|Value Added Reseller|Mail Market|16|S|Touring|308-3250 Casting Road|International Bank|1998
359|AW00000359|377-555-0158|Specialty Bike Shop|Mechanical Sports Center|40|A|Road|6225 Glenway Ave.|International Security|1999
360|AW00000360|327-555-0148|Warehouse|Novelty Bikes|70|Q|Touring|998 Forest Road|Primary International|1997
361|AW00000361|390-555-0150|Value Added Reseller|Fitness Supplies|15|S|Touring|755 W Washington Ave Ste D|United Security|2003
362|AW00000362|889-555-0176|Specialty Bike Shop|Grand Cycle Store|43|A|Road|44606 N Division St|Primary Bank & Reserve|1996
363|AW00000363|556-555-0145|Warehouse|Immense Manufacturing Company|73|Q|Touring|70 N.W. Plaza|Guardian Bank|2002
364|AW00000364|249-555-0179|Value Added Reseller|District Mall|14|S|Road|25095 W. Florissant|Reserve Security|1995
365|AW00000365|539-555-0182|Specialty Bike Shop|Distinctive Store|46|A|Road|Factory Merchants|International Bank|2001
366|AW00000366|129-555-0110|Warehouse|Extended Bike Sales|76|Q|Mountain|The Citadel Commerce Plaza|International Security|1994
367|AW00000367|145-555-0166|Value Added Reseller|Brown Bicycle Company|13|S|Road|University Town Center|Primary International|2000
368|AW00000368|945-555-0112|Specialty Bike Shop|Elemental Sporting Goods|49|A|Mountain|99842 White Mill East|United Security|1993
369|AW00000369|922-555-0193|Warehouse|Distinctive Cycles Sales & Service|79|Q|Mountain|Turfway Retail Center|Primary Bank & Reserve|1999
370|AW00000370|656-555-0173|Value Added Reseller|Acceptable Sales & Service|12|S|Road|6400, 888 - 3rd Avenue|Guardian Bank|1992
371|AW00000371|140-555-0143|Specialty Bike Shop|Custom Sales and Service|48|A|Road|255117 - 101 Avenue|Reserve Security|1998
372|AW00000372|421-555-0192|Warehouse|Top Bike Market|80|Q|Touring|975 Princess Street|International Bank|1991
373|AW00000373|1 (11) 500 555-0132|Value Added Reseller|Township Inn|11|S|Road|61, rue Henri Gagnon|International Security|1997
374|AW00000374|1 (11) 500 555-0147|Specialty Bike Shop|Major Equipment Co|47|A|Touring|Holzstr 6444|Primary International|1990
375|AW00000375|1 (11) 500 555-0181|Warehouse|Region Bike Company|81|Q|Road|P O Box 72569|United Security|1996
376|AW00000376|1 (11) 500 555-0146|Value Added Reseller|Commerce Bicycle Specialists|10|S|Mountain|Wharfdale Road|Primary Bank & Reserve|1989
377|AW00000377|941-555-0155|Specialty Bike Shop|Grand Sport Boutique|46|A|Road|99800 Tittabawasee Rd.|Guardian Bank|1995
378|AW00000378|238-555-0163|Warehouse|Grown-up Bike Store|82|Q|Mountain|25192 Princeton Rd.|Reserve Security|1988
379|AW00000379|275-555-0179|Value Added Reseller|Fad Outlet|9|S|Road|2550 Ne Sandy Blvd|International Bank|1994
380|AW00000380|542-555-0164|Specialty Bike Shop|First Department Stores|45|A|Mountain|2540 Dell Range Blvd|International Security|1987
381|AW00000381|145-555-0194|Warehouse|Bicycle Lines Distributors|83|Q|Mountain|6996 South Lindbergh|Primary International|1993
382|AW00000382|510-555-0123|Value Added Reseller|Beneficial Exercises and Activities|8|S|Road|6425 Nw Loop 410|United Security|1986
383|AW00000383|773-555-0182|Specialty Bike Shop|Vehicle Shop|44|A|Road|Pavillion @ Redlands|Primary Bank & Reserve|1992
384|AW00000384|787-555-0128|Warehouse|Sparkling Paint and Finishes|84|Q|Mountain|San Diego Factory|Guardian Bank|1985
385|AW00000385|330-555-0116|Value Added Reseller|Sturdy Toys|7|S|Mountain|Pacific West Outlet|Reserve Security|1991
386|AW00000386|884-555-0193|Specialty Bike Shop|Touring Services|43|A|Road|25 Myrtle Beach|International Bank|1984
387|AW00000387|825-555-0187|Warehouse|Racing Association|85|Q|Road|Parkway City Mall|International Security|1990
388|AW00000388|112-555-0195|Value Added Reseller|Road Way Sales and Rental|6|S|Mountain|2900 - 25055 Dunning Street|Primary International|1983
389|AW00000389|428-555-0176|Specialty Bike Shop|Sixth Bike Store|42|A|Mountain|Suite 25800 3401 - 10810th Avenue|United Security|1989
390|AW00000390|204-555-0189|Warehouse|Plastic Parts Company|86|Q|Mountain|750 Philip Street|Primary Bank & Reserve|1982
391|AW00000391|1 (11) 500 555-0115|Value Added Reseller|Pretty Bikes and Toys|5|S|Road|9005, rue des Bouchers|Guardian Bank|1988
392|AW00000392|1 (11) 500 555-0133|Specialty Bike Shop|Primary Cycle Shop|41|A|Road|Am Grossen Dern 982|Reserve Security|1981
393|AW00000393|1 (11) 500 555-0155|Warehouse|Gears and Parts Company|87|Q|Touring|2nd Floor|International Bank|1987
394|AW00000394|1 (11) 500 555-0116|Value Added Reseller|Little Sports Center|4|S|Touring|7 Pioneer Business Park|International Security|1980
395|AW00000395|249-555-0172|Specialty Bike Shop|Online Bike Sellers|40|A|Mountain|678 Eastman Ave.|Primary International|1986
396|AW00000396|214-555-0170|Warehouse|Executive Gift Store|88|Q|Mountain|New Castle Plaza|United Security|1979
397|AW00000397|928-555-0117|Value Added Reseller|Capable Sales and Service|3|S|Mountain|765 Delridge Way Sw|Primary Bank & Reserve|1985
398|AW00000398|383-555-0155|Specialty Bike Shop|Commendable Bikes|39|A|Road|4781 Highway 95|Guardian Bank|1978
399|AW00000399|588-555-0128|Warehouse|Big Cycle Mall|89|Q|Touring|9500b E. Central Texas Expressway|Reserve Security|1984
400|AW00000400|632-555-0171|Value Added Reseller|Local Sales and Rental|2|S|Touring|1200 First Ave.|International Bank|1977
401|AW00000401|883-555-0177|Specialty Bike Shop|Brightwork Company|38|A|Mountain|Belz Factory Outlet|International Security|1983
402|AW00000402|640-555-0198|Warehouse|Pro Sporting Goods|90|Q|Mountain|Camarillo Athletic Stores|Primary International|1976
403|AW00000403|996-555-0196|Value Added Reseller|Affordable Sports Equipment|4|S|Road|Lake Elisnor Place|United Security|1982
404|AW00000404|717-555-0131|Specialty Bike Shop|Activity Center|37|A|Road|Factory Stores Of America|Primary Bank & Reserve|1975
405|AW00000405|813-555-0173|Warehouse|Sporting Goods and Bicycle Shop|91|Q|Road|Fort Henry Mall|Guardian Bank|1981
406|AW00000406|570-555-0199|Value Added Reseller|The Commissary|6|S|Road|Bureau 9900 825, Avenue Querbes|Reserve Security|1974
407|AW00000407|665-555-0198|Specialty Bike Shop|Workout Emporium|36|A|Touring|700 Bureau Road|International Bank|1980
408|AW00000408|519-555-0151|Warehouse|Odometers and Accessories Company|92|Q|Touring|253711 Mayfield Place, Unit 150|International Security|1991
409|AW00000409|1 (11) 500 555-0123|Value Added Reseller|Outdoor Toy Store|8|S|Mountain|18, rue de l'Esplanade|Primary International|1979
410|AW00000410|1 (11) 500 555-0139|Specialty Bike Shop|Pedaling Components|35|A|Touring|Conesweg 49|United Security|1992
411|AW00000411|1 (11) 500 555-0142|Warehouse|Kids and Adults Cycle Shop|93|Q|Mountain|258 Berry Street|Primary Bank & Reserve|1978
412|AW00000412|1 (11) 500 555-0181|Value Added Reseller|Leisure Clearing House|10|S|Road|Unit 99a Battery Retail Pk|Guardian Bank|1974
413|AW00000413|752-555-0115|Specialty Bike Shop|Margie's Travel|34|A|Mountain|Woodbury Commons|Reserve Security|1976
414|AW00000414|727-555-0190|Warehouse|Grand Discount Store|94|Q|Mountain|Indiana Factory Shops|International Bank|1978
415|AW00000415|708-555-0169|Value Added Reseller|Imaginary Toys|12|S|Touring|4210 E Sprague Ave|International Security|1980
416|AW00000416|134-555-0182|Specialty Bike Shop|Impromptu Trips|33|A|Mountain|Valley Mall|Primary International|1982
417|AW00000417|273-555-0181|Warehouse|Genuine Bike Shop|95|Q|Road|7760 N. Pan Am Expwy|United Security|1984
418|AW00000418|223-555-0184|Value Added Reseller|Good Bike Shop|14|S|Road|99433 S. Greenbay Rd.|Primary Bank & Reserve|1986
419|AW00000419|816-555-0118|Specialty Bike Shop|Exertion Activities Club|32|A|Touring|Norwalk Square|Guardian Bank|1988
420|AW00000420|429-555-0145|Warehouse|Extreme Riding Supplies|96|Q|Touring|Riverside|Reserve Security|1990
421|AW00000421|448-555-0179|Value Added Reseller|Fitness Cycling|16|S|Mountain|The Quad @ WestView|International Bank|1992
422|AW00000422|762-555-0110|Specialty Bike Shop|Consolidated Sales|31|A|Mountain|Carolina Factory Shops|International Security|1994
423|AW00000423|334-555-0146|Warehouse|Bike Rims Company|97|Q|Road|Edgewater Mall|Primary International|1996
424|AW00000424|371-555-0143|Value Added Reseller|Bikes for Two|18|S|Mountain|63 West Beaver Creek|United Security|1998
425|AW00000425|910-555-0116|Specialty Bike Shop|Bikes for Kids and Adults|30|A|Mountain|9900 Ronson Drive|Primary Bank & Reserve|2000
426|AW00000426|817-555-0114|Warehouse|Custom Accessories Company|98|Q|Road|251 Indell Lane|Guardian Bank|2002
427|AW00000427|1 (11) 500 555-0122|Value Added Reseller|Atypical Bike Company|20|S|Road|7551, avenue Foch|Reserve Security|2004
428|AW00000428|1 (11) 500 555-0112|Specialty Bike Shop|West Wind Distributors|29|A|Touring|Kr”nerweg 9249|International Bank|2005
429|AW00000429|1 (11) 500 555-0183|Warehouse|Unusual Bicycle Company|99|Q|Touring|85 Egerton Street|International Security|2003
430|AW00000430|1 (11) 500 555-0118|Value Added Reseller|Uttermost Bike Shop|19|S|Road|Ellesfield Ave|Primary International|2004
431|AW00000431|583-555-0130|Specialty Bike Shop|Small Cycle Store|28|A|Road|Horizon Outlet Center|United Security|1975
432|AW00000432|186-555-0135|Warehouse|Super Sports Store|100|Q|Road|Washington Square Ii|Primary Bank & Reserve|2003
433|AW00000433|827-555-0143|Value Added Reseller|Thorough Parts and Repair Services|18|S|Road|S Sound Ctr Suite 25300|Guardian Bank|1979
434|AW00000434|234-555-0112|Specialty Bike Shop|Road-Way Mart|27|A|Mountain|Southgate Mall|Reserve Security|2002
435|AW00000435|847-555-0151|Warehouse|Satin Finish Company|66|Q|Mountain|25220 Airline Road|International Bank|1983
